Name,Age:,Hair Color:,Fake Boobs:,Piercings:,Background:,Rank,Height,Weight
"""Ashlee Cleveland"" ",31.12728719172633,Other,No,No,Other,1846,164.82595055841387,54.233180746289364
"""Stacie Jaxxx"" ",31.12728719172633,Other,No,No,Other,1847,160.0,52.0
"""Sovereign Syre"" ",29.0,Brunette,No,No,American,1848,175.0,63.0
"""Nikki Darling"" ",31.12728719172633,Other,No,No,Other,1849,160.0,51.0
"""Bailey Bae"" ",31.12728719172633,Other,No,No,Other,1850,168.0,59.0
"""Leya Falcon"" ",31.0,Blonde,Yes,No,American,1852,168.0,61.0
"""Lavish Styles"" ",31.12728719172633,Other,No,No,Other,1853,160.0,55.0
"""Jordan Carver"" ",31.12728719172633,Other,No,No,Other,1854,165.0,55.0
"""Nikki Rhodes"" ",31.12728719172633,Other,No,No,Other,1856,155.0,45.0
"""Penelope Black Diamond"" ",31.12728719172633,Other,No,No,Other,1857,165.0,54.233180746289364
"""Dolly Buster"" ",31.12728719172633,Other,No,No,Other,1858,175.0,55.0
"""Jessica Rizzo"" ",31.12728719172633,Other,No,No,Other,1859,163.0,54.0
"""Abigail"" ",31.12728719172633,Other,No,No,Other,1861,163.0,48.0
"""Nadia Jay"" ",31.12728719172633,Other,No,No,Other,1862,173.0,60.0
"""Roxy Bell"" ",31.12728719172633,Other,No,No,Other,1863,163.0,53.0
"""Sophia Gently"" ",31.12728719172633,Other,No,No,Other,1864,168.0,52.0
"""Maria Pie"" ",31.12728719172633,Other,No,No,Other,1866,178.0,55.0
"""Juliana"" ",31.12728719172633,Other,No,No,Other,1867,164.82595055841387,54.233180746289364
"""Victoria Tiffani"" ",31.12728719172633,Other,No,No,Other,1868,163.0,47.0
"""Carmela Clutch"" ",31.0,Brunette,No,No,Other,1869,164.82595055841387,54.233180746289364
"""Wenona"" ",31.12728719172633,Other,No,No,Other,1870,175.0,59.0
"""Tia Layne"" ",31.12728719172633,Other,No,No,Other,1871,163.0,53.0
"""Kendra Roll"" ",31.12728719172633,Other,No,No,Other,1875,165.0,54.233180746289364
"""Mica Martinez"" ",31.12728719172633,Other,No,No,Other,1876,163.0,50.0
"""Satin Bloom"" ",31.12728719172633,Other,No,No,Other,1877,168.0,52.0
"""Vanessa Blake"" ",31.12728719172633,Other,No,No,Other,1878,160.0,73.0
"""Payton Hall"" ",31.12728719172633,Other,No,No,Other,1879,157.0,52.0
"""Olivia Nova"" ",31.12728719172633,Other,No,No,Other,1880,168.0,53.0
"""Cristi Ann"" ",31.12728719172633,Other,No,No,Other,1881,157.0,57.0
"""Joyce Oliveira"" ",31.12728719172633,Other,No,No,Other,1882,163.0,60.0
"""Karen Lancaume"" ",31.12728719172633,Other,No,No,Other,1883,168.0,54.0
"""Xianna Hill"" ",31.12728719172633,Other,No,No,Other,1884,147.0,47.0
"""Josephine James"" ",31.12728719172633,Other,No,No,Other,1885,163.0,63.0
"""Bootylicious"" ",31.12728719172633,Other,No,No,Other,1886,168.0,77.0
"""Summer Brooks"" ",31.12728719172633,Other,No,No,Other,1887,157.0,45.0
"""Li Moon"" ",31.12728719172633,Other,No,No,Other,1889,157.0,40.0
"""Shanda Fay"" ",31.12728719172633,Other,No,No,Other,1890,170.0,55.0
"""Lacey Starr"" ",31.12728719172633,Other,No,No,Other,1891,163.0,54.233180746289364
"""Jacky Lawless"" ",31.12728719172633,Other,No,No,Other,1892,165.0,51.0
"""Emma Lovett"" ",27.0,Blonde,No,No,Eurasian,1893,180.0,63.0
"""Daisy Chain"" ",31.12728719172633,Other,No,No,Other,1894,170.0,56.0
"""Zoey Andrews"" ",31.12728719172633,Other,No,No,Other,1895,178.0,73.0
"""XDayaannaX"" ",33.0,Black,Yes,Yes,Colombian,1896,160.0,61.0
"""Raquel Roper"" ",31.12728719172633,Other,No,No,Other,1898,157.0,51.0
"""Nautica Thorn"" ",31.12728719172633,Other,No,No,Other,1899,163.0,52.0
"""Alyssa Lynn"" ",31.12728719172633,Other,No,No,Other,1900,163.0,50.0
"""Brittany Andrews"" ",31.12728719172633,Other,No,No,Other,1901,175.0,52.0
"""Hayden Winters"" ",31.12728719172633,Other,No,No,Other,1902,160.0,48.0
"""Ashley Graham"" ",31.12728719172633,Other,No,No,Other,1904,164.82595055841387,54.233180746289364
"""Janet Jacme"" ",31.12728719172633,Other,No,No,Other,1905,160.0,55.0
"""Natasha Teen"" ",19.0,Blonde,Yes,No,Colombian,1906,163.0,50.0
"""Maya Kendrick"" ",23.0,Red,No,No,American,1907,178.0,56.0
"""Lolo Punzel"" ",31.12728719172633,Other,No,No,Other,1908,155.0,45.0
"""Jade Baker"" ",31.12728719172633,Other,No,No,Other,1909,165.0,52.0
"""Gia Paloma"" ",31.12728719172633,Other,No,No,Other,1910,155.0,58.0
"""Ichigo Aoi"" ",31.12728719172633,Other,No,No,Other,1911,145.0,54.233180746289364
"""Honey Wilder"" ",31.12728719172633,Other,No,No,Other,1913,170.0,55.0
"""Alexa Wild"" ",31.12728719172633,Other,No,No,Other,1914,173.0,50.0
"""Jayden Cole"" ",19.0,Red,No,Yes,"American, Irish, Lebanese",1915,178.0,58.0
"""Monica Sweetheart"" ",31.12728719172633,Other,No,No,Other,1916,168.0,48.0
"""Rebecca Love"" ",31.12728719172633,Other,No,No,Other,1917,157.0,52.0
"""Karina Hart"" ",31.12728719172633,Other,No,No,Other,1918,165.0,59.0
"""Florencia Pena"" ",31.12728719172633,Other,No,No,Other,1919,164.82595055841387,54.233180746289364
"""Sandee Westgate"" ",40.0,Blonde,No,Yes,American,1920,168.0,49.0
"""Sammie Daniels"" ",31.12728719172633,Other,No,No,Other,1921,150.0,36.0
"""Ana Julia"" ",31.12728719172633,Other,No,No,Other,1923,163.0,54.0
"""Brookelynne Briar"" ",28.0,Black,No,Yes,Canadian,1924,170.0,56.0
"""Saffron Bacchus"" ",28.0,Brunette,No,No,English,1925,163.0,54.0
"""Anabelle Pync"" ",31.12728719172633,Other,No,No,Other,1926,163.0,57.0
"""Lexi Lockhart"" ",31.12728719172633,Other,No,No,Other,1927,152.0,52.0
"""Sally DAngelo"" ",31.12728719172633,Other,No,No,Other,1928,155.0,50.0
"""Sabrina Violet"" ",23.0,Other,No,No,Other,1929,164.82595055841387,54.233180746289364
"""Audrey Noir"" ",31.12728719172633,Other,No,No,Other,1930,165.0,55.0
"""FreckledRED"" ",26.0,Red,No,Yes,American,1931,170.0,54.0
"""Samantha Bentley"" ",31.12728719172633,Other,No,No,Other,1932,163.0,50.0
"""Kaylee"" ",31.12728719172633,Other,No,No,Other,1933,173.0,54.233180746289364
"""Corinna Blake"" ",31.0,Blonde,Yes,No,American,1936,160.0,51.0
"""Kasey Chase"" ",31.12728719172633,Other,No,No,Other,1937,163.0,50.0
"""Martyna"" ",31.12728719172633,Other,No,No,Other,1938,164.82595055841387,54.233180746289364
"""Ally Breelsen"" ",25.0,Brunette,No,No,Russian,1939,168.0,50.0
"""Isabella Nice"" ",21.0,Brunette,No,Yes,American,1940,152.0,49.0
"""Aylar Lie"" ",31.12728719172633,Other,No,No,Other,1941,160.0,43.0
"""Ella Nova"" ",31.12728719172633,Other,No,No,Other,1942,170.0,64.0
"""Mone Divine"" ",38.0,Black,No,No,American,1943,152.0,52.0
"""Charlotte Carmen"" ",31.12728719172633,Other,No,No,Other,1944,155.0,40.0
"""Jessie Lee"" ",36.0,Brunette,Yes,Yes,American,1945,160.0,54.0
"""Rachel Ford"" ",31.12728719172633,Other,No,No,Other,1946,160.0,49.0
"""Lorena Aquino"" ",31.12728719172633,Other,No,No,Other,1947,168.0,55.0
"""Aline Rios"" ",31.12728719172633,Other,No,No,Other,1948,168.0,54.233180746289364
"""Cassie Del Isla"" ",31.12728719172633,Other,No,No,Other,1949,168.0,55.0
"""Fernanda Ferrari"" ",31.12728719172633,Other,No,No,Other,1950,183.0,64.0
"""Miranda Miller"" ",31.12728719172633,Other,No,No,Other,1951,165.0,50.0
"""Brianna Rose"" ",31.12728719172633,Other,No,No,Other,1953,164.82595055841387,54.233180746289364
"""Nikki Ferrari"" ",31.12728719172633,Other,No,No,Other,1954,180.0,48.0
"""Catie Minx"" ",31.12728719172633,Other,No,No,Other,1955,163.0,45.0
"""Iggy Amore"" ",31.12728719172633,Other,No,No,Other,1956,160.0,52.0
"""Rachel Raxxx"" ",31.12728719172633,Other,No,No,Other,1957,165.0,64.0
"""Sophie Lynx"" ",31.12728719172633,Other,No,No,Other,1959,163.0,51.0
"""Raquel Love"" ",31.12728719172633,Other,No,No,Other,1960,165.0,52.0
"""Miley May"" ",31.12728719172633,Other,No,No,Other,1961,160.0,55.0
"""Sophia Knight"" ",31.12728719172633,Other,No,No,Other,1962,165.0,47.0
"""Nyna Stax"" ",28.0,Other,No,Yes,Other,1963,160.0,70.0
"""Selena Adams"" ",30.0,Black,Yes,Yes,Colombian,1964,163.0,73.0
"""Housewife Kelly"" ",31.12728719172633,Other,No,No,Other,1966,170.0,57.0
"""Daniela Hansson"" ",31.12728719172633,Other,No,No,Other,1967,170.0,55.0
"""Kristina Shannon"" ",31.12728719172633,Other,No,No,Other,1968,178.0,57.0
"""Audrey Miles"" ",25.0,Other,Yes,No,American,1970,168.0,59.0
"""Angela Sommers"" ",36.0,Blonde,Yes,No,American,1972,170.0,57.0
"""Holly Body"" ",31.12728719172633,Other,No,No,Other,1975,168.0,57.0
"""Violet Monroe"" ",31.12728719172633,Other,No,No,Other,1976,170.0,57.0
"""Rina Ellis"" ",79.0,Black,No,Yes,American,1977,155.0,50.0
"""Serena Ali"" ",31.12728719172633,Other,No,No,Other,1978,178.0,70.0
"""Kingsley"" ",25.0,Brunette,No,Yes,American,1980,150.0,52.0
"""Ryoko Murakami"" ",31.12728719172633,Other,No,No,Other,1981,157.0,54.233180746289364
"""Kylee Nash"" ",35.0,Brunette,Yes,No,American,1982,168.0,64.0
"""Kimber Woods"" ",31.12728719172633,Other,No,No,Other,1983,160.0,51.0
"""Jade Jayden"" ",26.0,Black,Yes,Yes,American,1984,160.0,59.0
"""Natalia Nix"" ",23.0,Brunette,No,No,Puerto Rican,1985,170.0,50.0
"""Haley Wilde"" ",31.12728719172633,Other,No,No,Other,1986,163.0,50.0
"""Carly Rae"" ",26.0,Blonde,Yes,Yes,British,1987,170.0,60.0
"""Nina Milano"" ",28.0,Other,No,No,Other,1988,164.82595055841387,54.233180746289364
"""Little Puck"" ",30.0,Brunette,No,No,Other,1989,170.0,66.0
"""Kelli Staxxx"" ",31.12728719172633,Other,No,No,Other,1993,173.0,70.0
"""Arizona"" ",31.12728719172633,Other,No,No,Other,1994,164.82595055841387,54.233180746289364
"""Kelly Wells"" ",31.12728719172633,Other,No,No,Other,1995,163.0,57.0
"""Willow Hayes"" ",31.12728719172633,Other,No,No,Other,1997,170.0,50.0
"""Shy Love"" ",31.12728719172633,Other,No,No,Other,1998,165.0,48.0
"""Victoria Daniels"" ",31.12728719172633,Other,No,No,Other,1999,163.0,55.0
